POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Austin Dillon	3	Chevrolet	334	21	22	40	0	0
2	Tyler Reddick	8	Chevrolet	334	24	5	42	7	0
3	Joey Logano	22	Ford	334	9	22	43	9	0
4	Kyle Busch	18	Toyota	334	4	11	43	10	0
5	Kevin Harvick	4	Ford	334	5	40	46	14	0
6	Erik Jones	20	Toyota	334	23	7	33	2	0
7	Ryan Blaney	12	Ford	334	2	150	50	20	0
8	Kurt Busch	1	Chevrolet	334	3	0	41	12	0
9	Brad Keselowski	2	Ford	334	6	15	28	0	0
10	Aric Almirola	10	Ford	334	1	35	30	3	0
11	Clint Bowyer	14	Ford	334	17	0	26	0	0
12	Chase Elliott	9	Chevrolet	334	8	0	29	4	0
13	Ryan Newman	6	Ford	334	15	0	24	0	0
14	Bubba Wallace	43	Chevrolet	334	14	0	23	0	0
15	Michael McDowell	34	Ford	334	34	0	22	0	0
16	Corey LaJoie	32	Ford	334	36	0	21	0	0
17	Matt DiBenedetto	21	Ford	334	11	1	20	0	0
18	Matt Kenseth	42	Chevrolet	334	22	0	19	0	0
19	Chris Buescher	17	Ford	333	16	0	20	2	0
20	Denny Hamlin	11	Toyota	333	7	11	25	8	0
21	Christopher Bell	95	Toyota	331	33	0	16	0	0
22	John Hunter Nemechek	38	Ford	331	28	0	15	0	0
23	Daniel Suarez	96	Toyota	329	37	0	14	0	0
24	J.J. Yeley	77	Chevrolet	328	35	0	0	0	0
25	Gray Gaulding	27	Ford	323	29	0	0	0	0
26	Jimmie Johnson	48	Chevrolet	322	20	0	15	4	0
27	Brennan Poole	15	Chevrolet	322	32	0	10	0	0
28	Reed Sorenson	7	Chevrolet	322	40	0	9	0	0
29	Martin Truex Jr.	19	Toyota	320	10	15	14	6	0
30	Alex Bowman	5	Chevrolet	319	12	0	10	3	0
31	Josh Bilicki	53	Ford	318	27	0	0	0	0
32	Joey Gase	51	Ford	318	31	0	0	0	0
33	B.J. McLeod	78	Chevrolet	318	39	0	0	0	0
34	Quin Houff	00	Chevrolet	295	26	0	3	0	0
35	Ty Dillon	13	Chevrolet	263	30	0	2	0	0
36	Timmy Hill	66	Toyota	254	38	0	0	0	0
37	William Byron	24	Chevrolet	252	18	0	7	6	0
38	Ricky Stenhouse Jr.	47	Chevrolet	221	13	0	1	0	0
39	Cole Custer	41	Ford	219	19	0	1	0	0
40	Ryan Preece	37	Chevrolet	217	25	0	1	0	0
